iter	RMSE
329	0.1256498973
330	0.1252986325
331	0.1251833889
332	0.1248881094
333	0.1243611106
334	0.1241103932
335	0.1237704027
336	0.1231664978
337	0.122721388
338	0.122342902
339	0.1218333473
340	0.1216387421
341	0.121541532
342	0.1211759264
343	0.1207485109
344	0.120496758
345	0.1203235851
346	0.1201012821
347	0.1197663084
348	0.1193791379
349	0.1192810188
350	0.1191461177
351	0.1189235774
352	0.1185262489
353	0.1183013585
354	0.1177553576
355	0.1175143821
356	0.1172957412
357	0.1170876806
358	0.1167263825
359	0.1165974067
360	0.1163811804
361	0.1161441216
362	0.1158389021
363	0.1155751338
364	0.115391242
365	0.1149481159
366	0.114750997
367	0.1142625714
368	0.114059179
369	0.1138463293
370	0.1135569047
371	0.1132254537
372	0.1128820728
373	0.1125303341
374	0.1120277246
375	0.1118432728
376	0.111645682
377	0.1114665198
378	0.1112092966
379	0.111014598
380	0.110833852
381	0.1106839463
382	0.1105201952
383	0.1103457043
384	0.1101209707
385	0.1099659009
386	0.1097023865
387	0.1095522123
388	0.1092678074
389	0.1090275387
390	0.1088278585
391	0.1086486209
392	0.108318564
393	0.1078360513
394	0.1076596506
395	0.1074080104
396	0.1071265615
397	0.1066156866
398	0.1063981194
399	0.1062423338
400	0.105923605
401	0.1057117331
402	0.1053220358
403	0.104894878
404	0.1046625812
405	0.1045105633
406	0.1043411442
407	0.1041854055
408	0.104019448
409	0.1038704902
410	0.1034864494
411	0.1033663006
412	0.1031113556
413	0.102481378
414	0.1023440177
415	0.1020230996
416	0.1016928959
417	0.1011222568
418	0.1009487965
419	0.1006454299
420	0.1002392099
421	0.1000553077
422	0.09997407221
423	0.09978222232
424	0.09962785966
425	0.09937535837
426	0.09910229199
427	0.09887081358
428	0.09832494344
429	0.09804772031
430	0.09786142826
431	0.0974526555
432	0.09728984212
433	0.09715742443
434	0.097065255
435	0.09697940309
436	0.09669295485
437	0.09660129825
438	0.0964582018
439	0.09632395755
440	0.09622563277
441	0.09606953082
442	0.09592991527
443	0.09580027176
444	0.09558139475
445	0.09550848622
446	0.09529479217
447	0.09513267387
448	0.09500673035
449	0.09479301294
450	0.09460597283
451	0.0944830468
452	0.09433628713
453	0.09422412168
454	0.09399291076
455	0.09385496959
456	0.09363487093
457	0.09352382059
458	0.09324302585
459	0.09308903216
460	0.09300222832
461	0.09287758125
462	0.09272881614
463	0.09260781589
464	0.09248700518
465	0.09234817227
466	0.09212333716
467	0.09165083683
468	0.09112440774
469	0.09065165691
470	0.09053727824
471	0.09043570726
472	0.09029871119
473	0.09017458822
474	0.0900480547
475	0.0898211886
476	0.08963524568
477	0.08947975273
478	0.08925576974
479	0.08918674934
480	0.08905231426
481	0.08888398544
482	0.0887690454
483	0.08860127786
484	0.08847694842
485	0.08837820093
486	0.08826847829
487	0.08802360914
488	0.08786681063
489	0.08774684424
490	0.08741503526
491	0.08707299462
492	0.08662839716
493	0.08651683775
494	0.08642688553
495	0.08632438242
496	0.08582005469
497	0.08572014378
498	0.08539844928
499	0.08528986367
500	0.08521250259
501	0.08506870665
502	0.08498623742
503	0.08476168135
504	0.08459529113
505	0.08413555114
506	0.08404506994
507	0.08378298427
508	0.08369988651
509	0.08356736187
510	0.08342229896
511	0.08330167685
512	0.08292787815
513	0.08267566673
514	0.08253928624
515	0.08218115231
516	0.0820352414
517	0.08191261053
518	0.08171506384
519	0.0815445659
520	0.08114203291
521	0.08076931208
522	0.08040610722
523	0.08032996802
524	0.08013995236
525	0.07980727977
526	0.07978747298
527	0.07955061336
528	0.07946564672
529	0.07932959521
530	0.07913016717
531	0.07897983897
532	0.07870953953
533	0.07842348958
534	0.07821992078
535	0.07814584352
536	0.07801198743
537	0.07785198219
538	0.07773964981
539	0.07763476448
540	0.07752853343
541	0.07742950518
542	0.0771410559
543	0.07693589018
544	0.0768458594
545	0.0767985622
546	0.0767549609
547	0.07667002634
548	0.07656800126
549	0.07639161068
550	0.07624962399
551	0.07611215959
552	0.07604850583
553	0.07601754938
554	0.07590588134
555	0.07585193821
556	0.07577815463
557	0.0756951581
558	0.07557394722
559	0.07546521717
560	0.07525765892
561	0.07510821093
562	0.07505684029
563	0.07498998273
564	0.07487021391
565	0.07467956328
566	0.07452482939
567	0.07431128929
568	0.07413030534
569	0.07390008512
570	0.0736944573
571	0.07356753221
572	0.0734170691
573	0.07327557125
574	0.07317865135
575	0.07310239875
576	0.07299052285
577	0.07280210352
578	0.07271419657
579	0.07254910685
580	0.07229961315
581	0.07209197906
582	0.07191191409
583	0.071813102
584	0.07173110748
585	0.07166715034
586	0.07157737157
587	0.07148468869
588	0.07141804293
589	0.07136816112
590	0.0713075846
591	0.0712743974
592	0.0710388661
593	0.07099406909
594	0.07086405932
595	0.07074678349
596	0.07055565327
597	0.07036463312
598	0.07022587779
599	0.0701443119
600	0.07001916829
601	0.06989467448
602	0.06979969258
603	0.06964246634
604	0.06955465261
605	0.06934720772
606	0.06907415052
607	0.06901954584
608	0.0689366085
609	0.06881221392
610	0.06864577802
611	0.06853315894
612	0.0684407372
613	0.06825288796
614	0.06820063468
615	0.06805255504
616	0.06800187079
617	0.06775060834
618	0.06766926961
619	0.0676001172
620	0.06748655297
621	0.06740212734
622	0.06736455349
623	0.06734581403
624	0.06720638702
625	0.06712514083
626	0.06710928219
627	0.06707042686
628	0.06705422976
629	0.06697764034
630	0.06681763699
631	0.06663245023
632	0.06654613904
633	0.06646894664
634	0.06635968413
635	0.06631906487
636	0.06614226647
637	0.06606139295
638	0.06591644717
639	0.06587095308
640	0.06580070533
641	0.06575602309
642	0.06567394988
643	0.06552900618
644	0.06544661479
645	0.06533333447
646	0.06528313691
647	0.0651774468
648	0.06501851824
649	0.06493740914
650	0.06482754292
651	0.06471395889
652	0.06462276601
653	0.06451184181
654	0.06443423201
655	0.06439456092
656	0.06434876286
657	0.06428140448
658	0.06419050418
659	0.0641195577
660	0.06405647789
661	0.06398948694
662	0.06383018122
663	0.06374047581
664	0.06367945012
665	0.06353743661
666	0.06347006384
667	0.06334199195
668	0.06330529754
669	0.06323628041
670	0.06316165214
671	0.06309911179
672	0.06307051724
673	0.06303572475
674	0.06293734756
675	0.06287068196
676	0.06278750694
677	0.06273509428
678	0.06270173012
679	0.06262166595
680	0.06254252377
681	0.06239938683
682	0.06236534261
683	0.0622942339
684	0.06223831316
685	0.06220700143
686	0.06218987263
687	0.06211542662
688	0.062059979
689	0.06192876347
690	0.0618878895
691	0.0618272827
692	0.06173702647
693	0.06167309197
694	0.06155337292
695	0.06150585448
696	0.06145278772
697	0.06140096583
698	0.06125715124
699	0.0610896201
700	0.06097274735
701	0.06093814613
702	0.06089802964
703	0.060838513
704	0.0607799231
705	0.06066449495
706	0.06058467928
707	0.06049491569
708	0.06033998169
709	0.06021741235
710	0.0601343902
711	0.06008224737
712	0.0599646208
713	0.05989012648
714	0.0598037716
715	0.05977390315
716	0.05971747414
717	0.05962620511
718	0.0595658837
719	0.05948629781
720	0.0593457437
721	0.0593323815
722	0.05918721902
723	0.05914500138
724	0.05908455288
725	0.05902532387
726	0.05895404372
727	0.05894218648
728	0.05885556923
729	0.05879720825
730	0.05869255319
731	0.05868252331
732	0.05855560085
733	0.05846781768
734	0.05840596653
735	0.0583218513
736	0.05820280616
737	0.05819314888
738	0.05812119617
739	0.05807275449
740	0.05801927455
741	0.05797628619
742	0.0579292575
743	0.05788460743
744	0.05780814608
745	0.05776157723
746	0.05772595134
747	0.05760407043
748	0.0575086172
749	0.05745316286
750	0.05734575473
751	0.057212489
752	0.05705841573
753	0.05687434698
754	0.05681885802
755	0.05675412124
756	0.05669181366
757	0.05652218531
758	0.05647956681
759	0.0564409219
760	0.05636324046
761	0.05627916162
762	0.05626919484
763	0.05615075704
764	0.05609730186
765	0.05607710839
766	0.05602103818
767	0.05592044686
768	0.05585859218
769	0.0557519975
770	0.05571176356
771	0.05563472138
772	0.05548516915
773	0.05535366334
774	0.05531613792
775	0.05529341594
776	0.05523365023
777	0.05513711833
778	0.05507062857
779	0.05501414792
780	0.05499327169
781	0.05496277043
782	0.0549200288
783	0.05484702609
784	0.05482010526
785	0.0547879245
786	0.05473635524
787	0.05468338062
788	0.05456567587
789	0.0544831454
790	0.05439722934
791	0.05425471147
792	0.05422517743
793	0.05417337488
794	0.05409683389
795	0.05400242812
796	0.05388245964
797	0.05383077285
798	0.05378071509
799	0.05377200624
800	0.05374619396
801	0.05369763025
802	0.05364918166
803	0.05357285931
804	0.05352670706
805	0.05343979363
806	0.05334651534
807	0.05328820278
808	0.05321429317
809	0.05308078329
810	0.05305969625
811	0.05303949398
812	0.05291669095
813	0.05287363304
814	0.05282361929
815	0.05276648423
816	0.05271660337
817	0.05270203292
818	0.05264784767
819	0.05260483128
820	0.05257123585
821	0.05248402955
822	0.05232264342
823	0.05229120928
824	0.05222767958
825	0.05216422158
826	0.05212568731
827	0.05207717381
828	0.05206476715
829	0.05201559216
830	0.05198898902
831	0.05192924611
832	0.0518331861
833	0.05175611181
834	0.05171228045
835	0.05168899337
836	0.05163602452
837	0.0516070866
838	0.05156594958
839	0.05150216923
840	0.05149466348
841	0.05146368777
842	0.05132686364
843	0.05128506078
844	0.05114695229
845	0.05111344531
846	0.05107808777
847	0.05093225578
848	0.05089110681
849	0.05083217196
850	0.05071982595
851	0.05063291609
852	0.05050877643
853	0.05040632514
854	0.05033529517
855	0.05029380587
856	0.05021524803
857	0.05014134602
858	0.05007521611
859	0.04995965796
860	0.04992595265
861	0.0498133175
862	0.04972176931
863	0.04967258169
864	0.04958771985
865	0.04952247157
866	0.04950490927
867	0.04946801532
868	0.04941354718
869	0.04937990887
870	0.04933552991
871	0.04924872952
872	0.04915577363
873	0.04904363551
874	0.04900711494
875	0.04894551022
876	0.04886103667
877	0.04883659184
878	0.04879647675
879	0.04874238611
880	0.04872840728
881	0.04867063544
882	0.04862534419
883	0.04859121774
884	0.04853105301
885	0.04848239194
886	0.04840290287
887	0.04839210236
888	0.04833278663
889	0.04829545033
890	0.04823725862
891	0.04817097479
892	0.04812535139
893	0.04803520397
894	0.04795662015
895	0.04794558515
896	0.04792941979
897	0.04784314343
898	0.04774675395
899	0.04765608179
900	0.04763770482
901	0.04762444501
902	0.04757793483
903	0.04756541562
904	0.04748977902
905	0.04739620824
906	0.0473487557
907	0.04729118372
908	0.0472510369
909	0.04724208587
910	0.04719914781
911	0.04716189322
912	0.0471527404
913	0.04705449944
914	0.04701501533
915	0.04697505735
916	0.04690800495
917	0.04684248201
918	0.04681048755
919	0.04673022294
920	0.04669755875
921	0.04662498617
922	0.04660503521
923	0.04656063649
924	0.04655206746
925	0.04648476421
926	0.04644024192
927	0.04638834719
928	0.04629058888
929	0.04621315878
930	0.04617627498
931	0.04614788759
932	0.04611451615
933	0.04604077736
934	0.04599275974
935	0.04594354721
936	0.04585365828
937	0.04578728908
938	0.04575290342
939	0.04571711588
940	0.04563990724
941	0.04555375145
942	0.04551998559
943	0.04546789755
944	0.04540766172
945	0.04536139801
946	0.04528083833
947	0.04522631797
948	0.04517386072
949	0.04514128366
950	0.04511311665
951	0.04506020212
952	0.04505171539
953	0.04504514087
954	0.04499969754
955	0.04495239904
956	0.0448782
957	0.04481959425
958	0.04481165922
959	0.04479718733
960	0.0447908426
961	0.04478355969
962	0.0447436037
963	0.04466129866
964	0.04461302135
965	0.04457539389
966	0.04455025752
967	0.04454416569
968	0.04451004818
969	0.04447569899
970	0.04437668702
971	0.04436837835
972	0.04433434853
973	0.04429962092
974	0.04426253076
975	0.04422339893
976	0.04415509867
977	0.04403939332
978	0.04396262096
979	0.04393276111
980	0.0439089128
981	0.04386991374
982	0.04381909089
983	0.04374215214
984	0.04370077856
985	0.04365704487
986	0.04361812137
987	0.04353071221
988	0.0435049442
989	0.04348802818
990	0.04344726661
991	0.04343051724
992	0.04339428131
993	0.04335618489
994	0.04331861084
995	0.0432968908
996	0.04322671718
997	0.04314249504
998	0.0431186854
999	0.0430569656
